 ,Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
56,16-1_10min:n_2_t_55:_10055,1287.487,255,0,255,255,255,669.742,685.038,669.742,685.038,240.141,654.24,638.58,26.1,107.88,99.39,16.493,101.288,0.281,110.408,328309.159,255,NaN,NaN,100,433755,56,655.98,638.58,102.284,19.594,6.026,0.166,0.897
57,16-1_10min:n_2_t_56:_10056,1168.654,255,0,255,255,255,672.002,680.027,672.002,680.027,197.959,657.72,638.58,26.97,81.78,85.678,17.367,102.455,0.375,83.796,298006.668,255,NaN,NaN,100,393720,57,662.07,638.58,102.593,19.009,4.933,0.203,0.887
58,16-1_10min:n_2_t_56:_10057,1799.151,255,0,255,255,255,678.417,699.795,678.417,699.795,312.748,662.94,635.1,31.32,138.33,137.464,16.664,99.032,0.231,139.77,458783.581,255,NaN,NaN,100,606135,58,670.77,635.1,98.231,21.432,8.249,0.121,0.735
59,16-1_10min:n_2_t_58:_10058,2087.53,255,0,255,255,255,684.213,698.976,684.213,698.976,307.703,670.77,632.49,24.36,140.94,134.66,19.738,94.238,0.277,141.807,532320.201,255,NaN,NaN,100,703290,59,671.64,632.49,96.34,22.809,6.822,0.147,0.838
60,16-1_10min:n_2_t_59:_10059,2463.709,255,0,255,255,255,689.653,697.774,689.653,697.774,275.487,674.25,632.49,31.32,120.93,112.993,27.762,96.959,0.408,123.534,628245.922,255,NaN,NaN,100,830025,60,676.86,632.49,101.785,31.32,4.07,0.246,0.885
61,16-1_10min:n_2_t_59:_10060,2341.849,255,0,255,255,255,689.902,697.376,689.902,697.376,276.929,672.51,629.88,33.93,120.93,111.252,26.802,98.941,0.384,123.901,597171.393,255,NaN,NaN,100,788970,61,675.12,629.88,102.572,31.228,4.151,0.241,0.856
62,16-1_10min:n_2_t_33:_10000,2527.289,255,0,255,255,255,562.747,687.944,562.747,687.944,221.161,526.35,647.28,60.9,70.47,63.206,50.911,75.36,0.649,71.239,644458.72,255,NaN,NaN,100,851445,1,570.72,647.28,98.427,59.153,1.242,0.805,0.912
63,16-1_10min:n_2_t_38:_10001,2894.386,255,0,255,255,255,566.447,689.14,566.447,689.14,231.848,528.09,647.28,65.25,75.69,66.071,55.777,88.395,0.677,76.53,738068.328,255,NaN,NaN,100,975120,2,575.07,647.28,98.499,64.002,1.185,0.844,0.91
64,16-1_10min:n_2_t_38:_10002,3051.064,255,0,255,255,255,567.196,688.023,567.196,688.023,227.138,532.44,646.41,61.77,77.43,69.334,56.029,89.926,0.743,77.669,778021.294,255,NaN,NaN,100,1027905,3,576.81,646.41,94.497,61.465,1.237,0.808,0.931
65,16-1_10min:n_2_t_39:_10003,3004.893,255,0,255,255,255,570.923,687.368,570.923,687.368,223.025,539.4,644.67,56.55,78.3,71.596,53.438,81.642,0.759,78.691,766247.715,255,NaN,NaN,100,1012350,4,575.94,722.97,84.289,56.55,1.34,0.746,0.94
66,16-1_10min:n_2_t_38:_10004,2493.986,255,0,255,255,255,573.222,686.61,573.222,686.61,214.412,544.62,641.19,48.72,80.91,74.581,42.577,80.944,0.682,81.474,635966.303,255,NaN,NaN,100,840225,5,573.33,722.1,83.254,48.72,1.752,0.571,0.925
